date,category,menu,quantity,total price,payment,mode
2025-01-20,Shake,Mango Shake (M),2,140,Gcash,Physical
2025-01-20,Shake,Avocado Shake (L),1,90,Cash,Delivered
2025-01-20,Shake,Mango Graham Shake (M),1,85,Gcash,Physical
2025-01-20,Shake,Mango Graham Shake (L),1,105,Gcash,Physical
2025-01-20,Others,Strawberry And Cream Cheese (M),2,170,Gcash,Delivered
2025-01-20,Shake,Mango Shake (S),1,50,Cash,Physical
2025-01-21,Shake,Mango Shake (M),1,70,Cash,Physical
2025-01-21,Shake,Avocado Shake (S),4,200,Cash,Physical
2025-01-21,Sandwich,Burger + Coleslaw,1,25,Gcash,Physical
2025-01-21,Shake,Avocado Shake (S),1,50,Cash,Physical
2025-01-21,Shake,Mango Shake (L),1,90,Cash,Physical
2025-01-21,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical
2025-01-21,Shake,Special Mango Shake With Boba (L),5,550,Gcash,Physical
2025-01-21,Shake,Special Mango Shake With Boba (S),1,70,Gcash,Physical
2025-01-21,Sandwich,Cheeseburger With Ham,2,80,Cash,Physical
2025-01-21,Sandwich,Ham Sandwich With Egg And Cheese,1,45,Cash,Physical
2025-01-21,Shake,Smoothie (M),3,240,Cash,Physical
2025-01-21,Others,Strawberry And Cream Cheese (S),1,65,Cash,Physical
2025-01-21,Sandwich,Ham Sandwich,1,27,Cash,Physical
2025-01-21,Sandwich,Ham Sandwich With Cheese + Coleslaw,1,37,Cash,Physical
2025-01-21,Shake,Smoothie (S),1,60,Cash,Physical
2025-01-21,Sandwich,Egg Sandwich,4,100,Cash,Delivered
2025-01-21,Shake,Mango Shake (L),4,360,Cash,Physical
2025-01-22,Sandwich,Cheeseburger With Egg,1,42,Cash,Delivered
2025-01-22,Shake,Smoothie (S),1,60,Cash,Delivered
2025-01-22,Shake,Mango Graham Shake (M),1,85,Cash,Physical
2025-01-22,Shake,Mango Graham Shake (S),2,130,Cash,Physical
2025-01-22,Sandwich,Cheeseburger With Egg + Coleslaw,1,47,Gcash,Physical
2025-01-22,Sandwich,Egg Sandwich,2,50,Gcash,Physical
2025-01-22,Sandwich,Ham Sandwich With Cheese,1,32,Cash,Physical
2025-01-22,Shake,Smoothie (L),1,100,Cash,Physical
2025-01-22,Sandwich,Ham Sandwich With Egg And Cheese + Coleslaw,3,150,Gcash,Physical
2025-01-22,Shake,Mango Shake (S),1,50,Cash,Physical
2025-01-22,Shake,Avocado Shake (M),1,70,Cash,Physical
2025-01-22,Sandwich,Burger,1,20,Cash,Physical
2025-01-22,Shake,Avocado Shake (L),1,90,Cash,Physical
2025-01-22,Sandwich,Burger With Ham + Coleslaw,1,40,Cash,Physical
2025-01-22,Sandwich,Ham Sandwich,1,27,Cash,Physical
2025-01-22,Sandwich,Ham Sandwich With Egg,1,40,Gcash,Physical
2025-01-22,Shake,Mango Graham Shake (S),1,65,Cash,Physical
2025-01-22,Shake,Smoothie (M),3,240,Gcash,Physical
2025-01-22,Shake,Avocado Shake (S),3,150,Cash,Physical
2025-01-22,Shake,Special Mango Shake With Boba (S),2,140,Gcash,Physical
2025-01-22,Sandwich,Egg Sandwich,1,25,Cash,Physical
2025-01-22,Shake,Avocado Shake (S),1,50,Cash,Physical
2025-01-22,Others,French Fries,2,50,Cash,Physical
2025-01-22,Shake,Smoothie (S),2,120,Cash,Physical
2025-01-22,Shake,Special Mango Shake With Boba (M),5,450,Cash,Physical
2025-01-23,Shake,Mango Shake (M),1,70,Cash,Physical
2025-01-23,Shake,Avocado Shake (L),4,360,Cash,Physical
2025-01-23,Sandwich,Burger With Ham + Coleslaw,1,40,Cash,Physical
2025-01-23,Shake,Smoothie (L),3,300,Cash,Physical
2025-01-23,Shake,Special Mango Shake With Boba (S),4,280,Cash,Physical
2025-01-23,Sandwich,Cheeseburger + Coleslaw,2,64,Cash,Physical
2025-01-23,Shake,Mango Graham Shake (S),1,65,Cash,Physical
2025-01-23,Shake,Special Mango Shake With Boba (S),1,70,Cash,Physical
2025-01-23,Shake,Mango Shake (S),2,100,Cash,Physical
2025-01-23,Shake,Avocado Shake (M),1,70,Cash,Physical
2025-01-23,Shake,Mango Graham Shake (M),1,85,Cash,Physical
2025-01-23,Sandwich,Cheeseburger With Ham,1,40,Cash,Physical
2025-01-23,Sandwich,Cheeseburger With Ham,1,40,Cash,Physical
2025-01-23,Shake,Smoothie (L),1,100,Cash,Physical
2025-01-23,Shake,Avocado Shake (M),1,70,Gcash,Physical
2025-01-23,Shake,Avocado Shake (M),1,70,Cash,Physical
2025-01-23,Sandwich,Burger,2,40,Cash,Physical
2025-01-23,Shake,Mango Graham Shake (S),1,65,Cash,Physical
2025-01-23,Sandwich,Cheeseburger,3,81,Cash,Physical
2025-01-23,Sandwich,Egg Sandwich With Cheese,1,32,Cash,Physical
2025-01-23,Shake,Smoothie (L),1,100,Cash,Physical
2025-01-23,Shake,Mango Graham Shake (S),3,195,Gcash,Physical
2025-01-23,Shake,Special Mango Shake With Boba (S),4,280,Cash,Physical
2025-01-23,Sandwich,Egg Sandwich,2,50,Cash,Physical
2025-01-23,Sandwich,Ham Sandwich With Cheese,1,32,Gcash,Physical
2025-01-24,Shake,Special Mango Shake With Boba (S),5,350,Cash,Physical
2025-01-24,Sandwich,Egg Sandwich,1,25,Cash,Physical
2025-01-24,Sandwich,Burger,1,20,Cash,Physical
2025-01-24,Shake,Special Mango Shake With Boba (L),1,110,Gcash,Delivered
2025-01-24,Sandwich,Egg Sandwich With Cheese,2,64,Cash,Physical
2025-01-24,Sandwich,Burger With Ham + Coleslaw,1,40,Cash,Physical
2025-01-24,Sandwich,Ham Sandwich With Egg,3,120,Cash,Physical
2025-01-24,Others,Strawberry And Cream Cheese (S),4,260,Gcash,Physical
2025-01-24,Shake,Avocado Shake (L),1,90,Cash,Physical
2025-01-24,Sandwich,Ham Sandwich With Egg And Cheese,2,90,Cash,Physical
2025-01-24,Others,Siomai,1,10,Gcash,Physical
2025-01-24,Sandwich,Cheeseburger With Egg + Coleslaw,1,47,Cash,Physical
2025-01-24,Others,Strawberry And Cream Cheese (L),1,105,Cash,Physical
2025-01-24,Shake,Avocado Shake (S),1,50,Cash,Delivered
2025-01-24,Shake,Mango Shake (M),3,210,Cash,Physical
2025-01-24,Sandwich,Burger,1,20,Cash,Physical
2025-01-24,Sandwich,Egg Sandwich,2,50,Cash,Physical
2025-01-24,Sandwich,Ham Sandwich,5,135,Cash,Physical
2025-01-24,Others,Popcorn,4,40,Cash,Physical
2025-01-24,Shake,Mango Graham Shake (L),4,420,Cash,Physical
2025-01-24,Shake,Smoothie (L),1,100,Cash,Physical
2025-01-24,Shake,Avocado Shake (M),1,70,Cash,Physical
2025-01-24,Shake,Mango Shake (S),3,150,Cash,Physical
2025-01-24,Sandwich,Cheeseburger With Ham,1,40,Cash,Physical
2025-01-24,Sandwich,Cheeseburger + Coleslaw,1,32,Gcash,Physical
2025-01-24,Shake,Mango Shake (M),4,280,Cash,Physical
2025-01-25,Sandwich,Burger With Ham,1,35,Cash,Physical
2025-01-25,Sandwich,Egg Sandwich,1,25,Cash,Physical
2025-01-25,Shake,Mango Graham Shake (M),1,85,Gcash,Physical
2025-01-25,Sandwich,Burger With Ham + Coleslaw,5,200,Cash,Delivered
2025-01-25,Sandwich,Egg Sandwich With Cheese + Coleslaw,2,74,Gcash,Physical
2025-01-25,Shake,Mango Shake (S),2,100,Cash,Physical
2025-01-25,Sandwich,Cheeseburger With Egg,1,42,Cash,Delivered
2025-01-25,Sandwich,Ham Sandwich,1,27,Gcash,Physical
2025-01-25,Sandwich,Burger,1,20,Cash,Physical
2025-01-25,Shake,Mango Shake (S),1,50,Cash,Physical
2025-01-25,Shake,Special Mango Shake With Boba (M),1,90,Gcash,Physical
2025-01-25,Sandwich,Egg Sandwich + Coleslaw,5,150,Gcash,Physical
2025-01-25,Shake,Smoothie (M),1,80,Cash,Physical
2025-01-25,Shake,Mango Shake (S),4,200,Cash,Physical
2025-01-25,Others,Strawberry And Cream Cheese (M),3,255,Cash,Physical
2025-01-25,Shake,Mango Shake (M),3,210,Cash,Physical
2025-01-25,Sandwich,Egg Sandwich With Cheese,1,32,Cash,Physical
2025-01-25,Sandwich,Ham Sandwich With Cheese,1,32,Cash,Physical
2025-01-25,Shake,Special Mango Shake With Boba (S),1,70,Cash,Physical
2025-01-25,Shake,Avocado Shake (M),1,70,Cash,Delivered
2025-01-25,Shake,Special Mango Shake With Boba (L),2,220,Cash,Physical
2025-01-25,Shake,Smoothie (S),1,60,Cash,Physical
2025-01-25,Sandwich,Ham Sandwich With Egg,5,200,Cash,Physical
2025-01-25,Sandwich,Burger With Ham,4,140,Cash,Physical
2025-01-25,Shake,Mango Graham Shake (S),3,195,Cash,Physical
2025-01-25,Shake,Mango Shake (S),1,50,Cash,Physical
2025-01-25,Shake,Smoothie (L),1,100,Cash,Physical
2025-01-25,Shake,Avocado Shake (S),4,200,Cash,Physical
2025-01-25,Shake,Smoothie (M),1,80,Cash,Physical
2025-01-25,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical
2025-01-25,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical
2025-01-25,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical
2025-01-26,Sandwich,Ham Sandwich With Egg And Cheese,1,45,Cash,Physical
2025-01-26,Shake,Avocado Shake (S),3,150,Cash,Physical
2025-01-26,Sandwich,Egg Sandwich With Cheese,1,32,Cash,Physical
2025-01-26,Shake,Avocado Shake (L),1,90,Cash,Delivered
2025-01-26,Shake,Mango Graham Shake (S),1,65,Cash,Physical
2025-01-26,Shake,Avocado Shake (M),1,70,Cash,Physical
2025-01-26,Shake,Avocado Shake (M),1,70,Cash,Physical
2025-01-26,Sandwich,Egg Sandwich With Cheese,1,32,Cash,Physical
2025-01-26,Shake,Special Mango Shake With Boba (L),5,550,Cash,Physical
2025-01-26,Shake,Mango Shake (S),1,50,Cash,Physical
2025-01-26,Shake,Avocado Shake (S),1,50,Cash,Physical
2025-01-26,Sandwich,Cheeseburger,4,108,Cash,Physical
2025-01-26,Sandwich,Egg Sandwich,5,125,Cash,Delivered
2025-01-26,Shake,Smoothie (M),3,240,Cash,Physical
2025-01-26,Shake,Mango Shake (S),1,50,Cash,Physical
2025-01-26,Sandwich,Cheeseburger With Ham + Coleslaw,3,135,Cash,Physical
2025-01-26,Sandwich,Cheeseburger With Egg + Coleslaw,1,47,Cash,Physical
2025-01-26,Shake,Smoothie (M),5,400,Cash,Physical
2025-01-26,Sandwich,Burger + Coleslaw,5,125,Cash,Physical
2025-01-26,Sandwich,Ham Sandwich + Coleslaw,3,96,Cash,Physical
2025-01-26,Shake,Mango Graham Shake (L),1,105,Cash,Physical
2025-01-26,Shake,Avocado Shake (S),1,50,Cash,Physical
2025-01-26,Shake,Mango Graham Shake (S),2,130,Cash,Physical
2025-01-27,Shake,Special Mango Shake With Boba (L),4,440,Gcash,Physical
2025-01-27,Shake,Smoothie (S),1,60,Cash,Physical
2025-01-27,Shake,Smoothie (S),2,120,Cash,Physical
2025-01-27,Others,Popcorn,5,50,Cash,Physical
2025-01-27,Shake,Mango Graham Shake (L),5,525,Cash,Physical
2025-01-27,Sandwich,Cheeseburger With Egg,1,42,Cash,Physical
2025-01-27,Sandwich,Egg Sandwich With Cheese + Coleslaw,3,111,Cash,Physical
2025-01-27,Sandwich,Cheeseburger With Egg + Coleslaw,5,235,Cash,Physical
2025-01-27,Shake,Special Mango Shake With Boba (S),1,70,Cash,Physical
2025-01-27,Shake,Mango Shake (M),1,70,Cash,Physical
2025-01-27,Shake,Smoothie (L),1,100,Gcash,Physical
2025-01-27,Shake,Mango Graham Shake (L),1,105,Cash,Physical
2025-01-27,Others,Siomai,4,40,Cash,Physical
2025-01-27,Shake,Special Mango Shake With Boba (L),3,330,Cash,Physical
2025-01-27,Others,All In,1,53,Cash,Physical
2025-01-27,Sandwich,Cheeseburger + Coleslaw,1,32,Cash,Physical
2025-01-28,Shake,Special Mango Shake With Boba (M),1,90,Cash,Delivered
2025-01-28,Shake,Mango Graham Shake (S),1,65,Cash,Physical
2025-01-28,Shake,Mango Graham Shake (L),1,105,Cash,Physical
2025-01-28,Sandwich,Cheeseburger,1,27,Cash,Physical
2025-01-28,Shake,Mango Graham Shake (L),5,525,Gcash,Physical
2025-01-28,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical
2025-01-28,Sandwich,Ham Sandwich With Cheese + Coleslaw,1,37,Cash,Physical
2025-01-28,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical
2025-01-28,Shake,Special Mango Shake With Boba (L),5,550,Cash,Physical
2025-01-28,Shake,Mango Shake (L),5,450,Cash,Physical
2025-01-28,Sandwich,Ham Sandwich With Egg And Cheese,2,90,Cash,Physical
2025-01-28,Shake,Mango Shake (L),1,90,Cash,Physical
2025-01-28,Shake,Avocado Shake (L),1,90,Cash,Physical
2025-01-28,Others,French Fries,1,25,Cash,Physical
2025-01-28,Sandwich,Ham Sandwich With Egg + Coleslaw,2,90,Cash,Physical
2025-01-28,Shake,Avocado Shake (L),5,450,Cash,Physical
2025-01-28,Sandwich,Ham Sandwich With Egg + Coleslaw,1,45,Cash,Physical
2025-01-29,Shake,Smoothie (L),1,100,Cash,Physical
2025-01-29,Sandwich,Ham Sandwich With Cheese,1,32,Cash,Physical
2025-01-29,Sandwich,Cheeseburger + Coleslaw,1,32,Cash,Physical
2025-01-29,Shake,Special Mango Shake With Boba (L),5,550,Cash,Physical
2025-01-29,Sandwich,Ham Sandwich With Egg,1,40,Cash,Physical
2025-01-29,Shake,Avocado Shake (M),3,210,Gcash,Physical
2025-01-29,Sandwich,Burger With Ham + Coleslaw,1,40,Cash,Physical
2025-01-29,Others,Siomai,1,10,Gcash,Physical
2025-01-29,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical
2025-01-29,Others,Strawberry And Cream Cheese (S),1,65,Gcash,Physical
2025-01-29,Shake,Mango Shake (M),1,70,Cash,Physical
2025-01-29,Shake,Special Mango Shake With Boba (M),4,360,Cash,Physical
2025-01-29,Shake,Avocado Shake (L),4,360,Cash,Physical
2025-01-29,Sandwich,Ham Sandwich + Coleslaw,1,32,Gcash,Physical
2025-01-29,Sandwich,Ham Sandwich With Egg + Coleslaw,4,180,Cash,Physical
2025-01-29,Sandwich,Ham Sandwich + Coleslaw,1,32,Cash,Physical
2025-01-29,Others,All In,1,53,Cash,Physical
2025-01-29,Sandwich,Ham Sandwich With Cheese,1,32,Gcash,Physical
2025-01-29,Shake,Avocado Shake (M),4,280,Cash,Physical
2025-01-30,Sandwich,Ham Sandwich With Egg And Cheese,1,45,Gcash,Physical
2025-01-30,Shake,Smoothie (M),2,160,Cash,Physical
2025-01-30,Others,Strawberry And Cream Cheese (L),1,105,Cash,Physical
2025-01-30,Sandwich,Ham Sandwich With Egg,3,120,Gcash,Physical
2025-01-30,Sandwich,Ham Sandwich With Cheese,1,32,Cash,Physical
2025-01-30,Sandwich,Cheeseburger With Ham + Coleslaw,1,45,Cash,Physical
2025-01-30,Sandwich,Cheeseburger With Egg,1,42,Gcash,Physical
2025-01-30,Sandwich,Burger,1,20,Cash,Physical
2025-01-30,Shake,Smoothie (M),1,80,Cash,Physical
2025-01-30,Sandwich,Burger With Ham + Coleslaw,1,40,Cash,Physical
2025-01-30,Sandwich,Cheeseburger + Coleslaw,1,32,Cash,Physical
2025-01-30,Sandwich,Egg Sandwich With Cheese,5,160,Cash,Physical
2025-01-30,Shake,Avocado Shake (L),1,90,Cash,Delivered
2025-01-30,Shake,Avocado Shake (L),3,270,Cash,Physical
2025-01-30,Shake,Mango Graham Shake (L),1,105,Cash,Physical
2025-01-30,Others,Popcorn,1,10,Cash,Physical
2025-01-30,Sandwich,Ham Sandwich With Cheese,1,32,Gcash,Physical
2025-01-30,Sandwich,Burger + Coleslaw,1,25,Cash,Physical
2025-01-30,Sandwich,Ham Sandwich With Egg And Cheese,1,45,Cash,Physical
2025-01-30,Shake,Avocado Shake (M),1,70,Cash,Physical
2025-01-30,Shake,Avocado Shake (L),1,90,Cash,Physical
2025-01-30,Sandwich,Ham Sandwich,5,135,Cash,Physical
2025-01-30,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical
2025-01-30,Others,Strawberry And Cream Cheese (L),1,105,Cash,Physical
2025-01-30,Others,Strawberry And Cream Cheese (S),3,195,Cash,Physical
2025-01-30,Shake,Smoothie (L),1,100,Cash,Physical
2025-01-30,Shake,Special Mango Shake With Boba (S),1,70,Cash,Physical
2025-01-30,Sandwich,Cheeseburger With Ham + Coleslaw,1,45,Cash,Physical
2025-01-30,Shake,Special Mango Shake With Boba (S),2,140,Cash,Physical
2025-01-30,Shake,Mango Shake (S),2,100,Cash,Physical
2025-01-30,Shake,Mango Graham Shake (S),1,65,Cash,Physical
2025-01-30,Shake,Avocado Shake (L),1,90,Cash,Physical
2025-01-30,Shake,Mango Shake (M),1,70,Cash,Physical
2025-01-30,Shake,Special Mango Shake With Boba (M),1,90,Gcash,Physical
2025-01-30,Shake,Avocado Shake (S),1,50,Cash,Physical
2025-01-31,Shake,Mango Shake (M),1,70,Cash,Physical
2025-01-31,Sandwich,Ham Sandwich With Cheese + Coleslaw,1,37,Gcash,Physical
2025-01-31,Sandwich,Ham Sandwich With Egg,2,80,Gcash,Physical
2025-01-31,Shake,Smoothie (L),1,100,Cash,Physical
2025-01-31,Others,French Fries,1,25,Cash,Physical
2025-01-31,Sandwich,Ham Sandwich With Cheese,2,64,Cash,Physical
2025-01-31,Shake,Avocado Shake (S),1,50,Cash,Physical
2025-01-31,Sandwich,Egg Sandwich With Cheese + Coleslaw,1,37,Cash,Physical
2025-01-31,Sandwich,Cheeseburger With Ham,1,40,Cash,Physical
2025-01-31,Others,French Fries,1,25,Cash,Physical
2025-01-31,Sandwich,Cheeseburger With Ham,4,160,Cash,Physical
2025-01-31,Shake,Avocado Shake (L),1,90,Cash,Physical
2025-01-31,Shake,Avocado Shake (M),4,280,Cash,Delivered
2025-01-31,Shake,Avocado Shake (S),1,50,Cash,Physical
2025-01-31,Shake,Avocado Shake (M),2,140,Cash,Physical
2025-01-31,Sandwich,Egg Sandwich,1,25,Gcash,Physical
2025-01-31,Sandwich,Ham Sandwich With Cheese,3,96,Cash,Physical
2025-01-31,Shake,Smoothie (M),1,80,Cash,Physical
2025-01-31,Sandwich,Ham Sandwich With Cheese + Coleslaw,1,37,Cash,Physical
2025-01-31,Shake,Mango Shake (M),1,70,Cash,Physical
2025-01-31,Sandwich,Ham Sandwich,3,81,Cash,Physical
2025-01-31,Shake,Mango Graham Shake (L),1,105,Cash,Physical
2025-01-31,Shake,Smoothie (M),3,240,Cash,Physical
2025-01-31,Shake,Mango Shake (L),4,360,Gcash,Physical
2025-01-31,Sandwich,Burger With Ham,1,35,Gcash,Physical
2025-01-31,Sandwich,Ham Sandwich With Egg,1,40,Cash,Physical
2025-01-31,Shake,Avocado Shake (S),1,50,Cash,Delivered
2025-01-31,Sandwich,Ham Sandwich With Cheese,1,32,Cash,Physical
2025-01-31,Shake,Special Mango Shake With Boba (M),2,180,Cash,Physical
2025-01-31,Sandwich,Cheeseburger With Ham,3,120,Cash,Physical
2025-02-01,Shake,Special Mango Shake With Boba (S),5,350,Cash,Physical
2025-02-01,Sandwich,Ham Sandwich,1,27,Cash,Physical
2025-02-01,Shake,Mango Shake (S),5,250,Cash,Physical
2025-02-01,Shake,Avocado Shake (M),1,70,Cash,Physical
2025-02-01,Sandwich,Ham Sandwich,1,27,Cash,Physical
2025-02-01,Shake,Mango Graham Shake (S),1,65,Gcash,Physical
2025-02-01,Sandwich,Ham Sandwich,1,27,Cash,Physical
2025-02-01,Sandwich,Ham Sandwich With Cheese + Coleslaw,1,37,Cash,Physical
2025-02-01,Shake,Mango Graham Shake (L),1,105,Cash,Physical
2025-02-01,Others,Strawberry And Cream Cheese (L),1,105,Gcash,Physical
2025-02-01,Sandwich,Ham Sandwich With Cheese + Coleslaw,1,37,Gcash,Delivered
2025-02-01,Sandwich,Cheeseburger With Ham,1,40,Cash,Physical
2025-02-01,Shake,Mango Shake (L),1,90,Cash,Physical
2025-02-01,Shake,Mango Shake (M),1,70,Gcash,Physical
2025-02-01,Shake,Special Mango Shake With Boba (S),1,70,Cash,Physical
2025-02-01,Sandwich,Egg Sandwich,1,25,Cash,Physical
2025-02-01,Sandwich,Egg Sandwich,4,100,Gcash,Physical
2025-02-01,Shake,Avocado Shake (M),1,70,Cash,Physical
2025-02-01,Shake,Special Mango Shake With Boba (S),1,70,Cash,Physical
2025-02-01,Sandwich,Cheeseburger With Egg + Coleslaw,1,47,Gcash,Physical
2025-02-02,Shake,Smoothie (M),2,160,Cash,Physical
2025-02-02,Sandwich,Ham Sandwich With Cheese,5,160,Cash,Physical
2025-02-02,Sandwich,Burger With Ham,1,35,Cash,Physical
2025-02-02,Shake,Mango Shake (L),1,90,Cash,Physical
2025-02-02,Shake,Smoothie (S),1,60,Cash,Physical
2025-02-02,Others,French Fries,1,25,Cash,Physical
2025-02-02,Shake,Avocado Shake (L),5,450,Cash,Physical
2025-02-02,Shake,Mango Shake (S),1,50,Cash,Physical
2025-02-02,Sandwich,Ham Sandwich + Coleslaw,1,32,Cash,Physical
2025-02-02,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical
2025-02-02,Sandwich,Ham Sandwich With Egg And Cheese + Coleslaw,5,250,Cash,Delivered
2025-02-02,Sandwich,Cheeseburger + Coleslaw,1,32,Cash,Physical
2025-02-02,Others,Popcorn,1,10,Gcash,Physical
2025-02-02,Sandwich,Ham Sandwich,1,27,Cash,Physical
2025-02-03,Shake,Special Mango Shake With Boba (S),2,140,Gcash,Physical
2025-02-03,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical
2025-02-03,Shake,Smoothie (M),3,240,Cash,Physical
2025-02-03,Shake,Special Mango Shake With Boba (L),1,110,Gcash,Delivered
2025-02-03,Shake,Smoothie (L),1,100,Cash,Physical
2025-02-03,Others,Strawberry And Cream Cheese (M),2,170,Cash,Physical
2025-02-03,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical
2025-02-03,Sandwich,Egg Sandwich With Cheese,1,32,Gcash,Physical
2025-02-03,Shake,Smoothie (S),1,60,Gcash,Physical
2025-02-03,Sandwich,Egg Sandwich With Cheese,1,32,Cash,Physical
2025-02-03,Sandwich,Burger,3,60,Cash,Delivered
2025-02-03,Sandwich,Egg Sandwich With Cheese,5,160,Cash,Physical
2025-02-03,Sandwich,Egg Sandwich With Cheese + Coleslaw,1,37,Cash,Physical
2025-02-03,Sandwich,Burger With Ham + Coleslaw,5,200,Cash,Physical
2025-02-03,Shake,Mango Graham Shake (M),4,340,Cash,Physical
2025-02-03,Shake,Mango Shake (M),3,210,Cash,Physical
2025-02-03,Sandwich,Ham Sandwich With Egg,1,40,Cash,Delivered
2025-02-03,Shake,Mango Shake (S),1,50,Cash,Physical
2025-02-03,Others,Siomai,5,50,Gcash,Physical
2025-02-03,Shake,Smoothie (S),1,60,Cash,Physical
2025-02-03,Sandwich,Cheeseburger,1,27,Cash,Physical
2025-02-03,Others,Strawberry And Cream Cheese (L),1,105,Cash,Physical
2025-02-03,Sandwich,Cheeseburger With Egg,1,42,Cash,Physical
2025-02-03,Shake,Avocado Shake (L),1,90,Cash,Physical
2025-02-03,Shake,Mango Shake (L),1,90,Cash,Physical
2025-02-03,Sandwich,Egg Sandwich,1,25,Cash,Physical
2025-02-04,Shake,Smoothie (S),1,60,Cash,Physical
2025-02-04,Sandwich,Cheeseburger,1,27,Cash,Physical
2025-02-04,Shake,Special Mango Shake With Boba (M),5,450,Cash,Physical
2025-02-04,Sandwich,Burger With Ham,1,35,Gcash,Physical
2025-02-04,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical
2025-02-04,Sandwich,Ham Sandwich With Cheese + Coleslaw,1,37,Cash,Physical
2025-02-04,Shake,Special Mango Shake With Boba (M),1,90,Gcash,Physical
2025-02-04,Sandwich,Ham Sandwich,5,135,Cash,Physical
2025-02-04,Sandwich,Ham Sandwich,1,27,Cash,Physical
2025-02-04,Shake,Mango Graham Shake (S),3,195,Cash,Physical
2025-02-04,Sandwich,Cheeseburger With Ham,1,40,Cash,Physical
2025-02-04,Sandwich,Cheeseburger With Ham,1,40,Cash,Physical
2025-02-04,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical
2025-02-04,Sandwich,Ham Sandwich + Coleslaw,1,32,Cash,Physical
2025-02-04,Shake,Smoothie (M),1,80,Cash,Physical
2025-02-04,Sandwich,Cheeseburger,1,27,Cash,Physical
2025-02-04,Shake,Avocado Shake (M),1,70,Cash,Physical
2025-02-04,Shake,Avocado Shake (L),1,90,Cash,Physical
2025-02-04,Others,Siomai,1,10,Cash,Physical
2025-02-04,Sandwich,Egg Sandwich With Cheese,1,32,Cash,Physical
2025-02-04,Sandwich,Cheeseburger With Ham,1,40,Cash,Physical
2025-02-04,Shake,Special Mango Shake With Boba (M),4,360,Cash,Physical
2025-02-05,Shake,Smoothie (L),1,100,Gcash,Physical
2025-02-05,Shake,Mango Shake (L),1,90,Cash,Physical
2025-02-05,Sandwich,Ham Sandwich With Egg,1,40,Cash,Physical
2025-02-05,Sandwich,Egg Sandwich + Coleslaw,1,30,Cash,Physical
2025-02-05,Shake,Smoothie (M),1,80,Cash,Physical
2025-02-05,Sandwich,Ham Sandwich With Egg,3,120,Cash,Physical
2025-02-05,Sandwich,Burger With Ham,4,140,Cash,Physical
2025-02-05,Others,Siomai,1,10,Gcash,Physical
2025-02-05,Shake,Avocado Shake (M),2,140,Cash,Physical
2025-02-05,Sandwich,Ham Sandwich With Cheese + Coleslaw,3,111,Gcash,Physical
2025-02-05,Shake,Avocado Shake (S),1,50,Cash,Physical
2025-02-05,Others,Siomai,1,10,Cash,Physical
2025-02-05,Shake,Special Mango Shake With Boba (M),5,450,Cash,Physical
2025-02-05,Shake,Smoothie (L),1,100,Gcash,Physical
2025-02-05,Shake,Mango Shake (M),1,70,Cash,Physical
2025-02-05,Shake,Mango Graham Shake (L),1,105,Cash,Physical
2025-02-05,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical
2025-02-05,Sandwich,Cheeseburger With Ham,4,160,Cash,Physical
2025-02-05,Sandwich,Cheeseburger With Egg,1,42,Cash,Physical
2025-02-05,Shake,Mango Shake (L),1,90,Gcash,Physical
2025-02-05,Shake,Avocado Shake (M),1,70,Cash,Delivered
2025-02-05,Shake,Avocado Shake (S),1,50,Cash,Physical
2025-02-05,Sandwich,Ham Sandwich,1,27,Cash,Physical
2025-02-05,Shake,Smoothie (S),1,60,Cash,Physical
2025-02-05,Shake,Avocado Shake (S),3,150,Cash,Physical
2025-02-05,Sandwich,Ham Sandwich,1,27,Cash,Delivered
2025-02-05,Sandwich,Cheeseburger With Ham,1,40,Cash,Physical
2025-02-05,Sandwich,Cheeseburger,1,27,Gcash,Physical
2025-02-05,Shake,Smoothie (S),1,60,Cash,Physical
2025-02-05,Shake,Mango Graham Shake (M),3,255,Cash,Physical
2025-02-05,Shake,Special Mango Shake With Boba (S),1,70,Cash,Physical
2025-02-05,Shake,Smoothie (S),1,60,Gcash,Physical
2025-02-05,Others,All In,1,53,Cash,Physical
2025-02-05,Sandwich,Burger,1,20,Cash,Physical
2025-02-06,Sandwich,Cheeseburger With Egg,1,42,Cash,Physical
2025-02-06,Others,Cheese Stick,1,2,Cash,Physical
2025-02-06,Shake,Smoothie (M),2,160,Cash,Physical
2025-02-06,Others,Siomai,4,40,Cash,Physical
2025-02-06,Shake,Mango Shake (S),1,50,Cash,Physical
2025-02-06,Sandwich,Egg Sandwich With Cheese + Coleslaw,1,37,Cash,Physical
