date,category,menu,quantity,total price,payment,mode,unit_price
2025-01-31,Sandwich,Ham Sandwich With Cheese,1,32,Cash,Physical,32.0
2025-01-31,Shake,Special Mango Shake With Boba (M),2,180,Cash,Physical,90.0
2025-01-31,Sandwich,Cheeseburgerr With Ham,3,120,Cash,Physical,40.0
2025-01-31,Sandwich,Ham Sandwich With Cheese,3,96,Cash,Physical,32.0
2025-01-31,Sandwich,Burgerr With Ham,1,35,Gcash,Physical,35.0
2025-01-31,Sandwich,Egg Sandwich,1,25,Gcash,Physical,25.0
2025-01-31,Shake,Mango Shake (M),1,70,Cash,Physical,70.0
2025-01-31,Shake,Avocado Shake (S),1,50,Cash,Physical,50.0
2025-01-31,Shake,Mango Shake (M),1,70,Cash,Physical,70.0
2025-01-31,Sandwich,Ham Sandwich With Cheese + Coleslaw,1,37,Gcash,Physical,37.0
2025-01-31,Sandwich,Ham Sandwich With Egg,2,80,Gcash,Physical,40.0
2025-01-31,Shake,Smoothie (L),1,100,Cash,Physical,100.0
2025-01-31,Others,French Fries,1,25,Cash,Physical,25.0
2025-01-31,Sandwich,Ham Sandwich With Cheese,2,64,Cash,Physical,32.0
2025-01-31,Shake,Avocado Shake (S),1,50,Cash,Physical,50.0
2025-01-31,Shake,Avocado Shake (M),2,140,Cash,Physical,70.0
2025-01-31,Sandwich,Cheeseburgerr With Ham,1,40,Cash,Physical,40.0
2025-01-31,Others,French Fries,1,25,Cash,Physical,25.0
2025-01-31,Sandwich,Cheeseburgerr With Ham,4,160,Cash,Physical,40.0
2025-01-31,Shake,Avocado Shake (L),1,90,Cash,Physical,90.0
2025-01-31,Shake,Avocado Shake (M),4,280,Cash,Delivered,70.0
2025-01-31,Sandwich,Egg Sandwich With Cheese + Coleslaw,1,37,Cash,Physical,37.0
2025-02-01,Sandwich,Cheeseburgerr With Egg + Coleslaw,1,47,Gcash,Physical,47.0
2025-02-01,Shake,Special Mango Shake With Boba (S),1,70,Cash,Physical,70.0
2025-02-01,Shake,Avocado Shake (M),1,70,Cash,Physical,70.0
2025-02-01,Sandwich,Egg Sandwich,4,100,Gcash,Physical,25.0
2025-02-01,Sandwich,Egg Sandwich,1,25,Cash,Physical,25.0
2025-02-01,Shake,Special Mango Shake With Boba (S),1,70,Cash,Physical,70.0
2025-02-01,Shake,Mango Shake (M),1,70,Gcash,Physical,70.0
2025-02-01,Shake,Mango Shake (L),1,90,Cash,Physical,90.0
2025-02-01,Sandwich,Cheeseburgerr With Ham,1,40,Cash,Physical,40.0
2025-02-01,Sandwich,Ham Sandwich With Cheese + Coleslaw,1,37,Gcash,Delivered,37.0
2025-02-01,Others,Strawberry And Cream Cheese (L),1,105,Gcash,Physical,105.0
2025-02-01,Sandwich,Ham Sandwich With Cheese + Coleslaw,1,37,Cash,Physical,37.0
2025-02-01,Sandwich,Ham Sandwich,1,27,Cash,Physical,27.0
2025-02-01,Sandwich,Ham Sandwich,1,27,Cash,Physical,27.0
2025-02-01,Shake,Avocado Shake (M),1,70,Cash,Physical,70.0
2025-02-01,Shake,Mango Shake (S),5,250,Cash,Physical,50.0
2025-02-01,Sandwich,Ham Sandwich,1,27,Cash,Physical,27.0
2025-02-01,Shake,Special Mango Shake With Boba (S),5,350,Cash,Physical,70.0
2025-02-01,Shake,Mango Graham Shake (L),1,105,Cash,Physical,105.0
2025-02-01,Shake,Mango Graham Shake (S),1,65,Gcash,Physical,65.0
2025-02-02,Sandwich,Ham Sandwich + Coleslaw,1,32,Cash,Physical,32.0
2025-02-02,Sandwich,Ham Sandwich,1,27,Cash,Physical,27.0
2025-02-02,Others,Popcorn,1,10,Gcash,Physical,10.0
2025-02-02,Sandwich,Cheeseburgerr + Coleslaw,1,32,Cash,Physical,32.0
2025-02-02,Sandwich,Ham Sandwich With Egg And Cheese + Coleslaw,5,250,Cash,Delivered,50.0
2025-02-02,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical,90.0
2025-02-02,Shake,Mango Shake (S),1,50,Cash,Physical,50.0
2025-02-02,Others,French Fries,1,25,Cash,Physical,25.0
2025-02-02,Shake,Smoothie (S),1,60,Cash,Physical,60.0
2025-02-02,Shake,Mango Shake (L),1,90,Cash,Physical,90.0
2025-02-02,Sandwich,Burgerr With Ham,1,35,Cash,Physical,35.0
2025-02-02,Sandwich,Ham Sandwich With Cheese,5,160,Cash,Physical,32.0
2025-02-02,Shake,Smoothie (M),2,160,Cash,Physical,80.0
2025-02-02,Shake,Avocado Shake (L),5,450,Cash,Physical,90.0
2025-02-03,Shake,Mango Shake (M),3,210,Cash,Physical,70.0
2025-02-03,Sandwich,Ham Sandwich With Egg,1,40,Cash,Delivered,40.0
2025-02-03,Shake,Mango Shake (S),1,50,Cash,Physical,50.0
2025-02-03,Others,Siomai,5,50,Gcash,Physical,10.0
2025-02-03,Shake,Smoothie (S),1,60,Cash,Physical,60.0
2025-02-03,Sandwich,Cheeseburgerr With Egg,1,42,Cash,Physical,42.0
2025-02-03,Others,Strawberry And Cream Cheese (L),1,105,Cash,Physical,105.0
2025-02-03,Shake,Avocado Shake (L),1,90,Cash,Physical,90.0
2025-02-03,Shake,Mango Shake (L),1,90,Cash,Physical,90.0
2025-02-03,Sandwich,Egg Sandwich,1,25,Cash,Physical,25.0
2025-02-03,Sandwich,Cheeseburgerr,1,27,Cash,Physical,27.0
2025-02-03,Sandwich,Burgerr With Ham + Coleslaw,5,200,Cash,Physical,40.0
2025-02-03,Shake,Mango Graham Shake (M),4,340,Cash,Physical,85.0
2025-02-03,Sandwich,Egg Sandwich With Cheese,5,160,Cash,Physical,32.0
2025-02-03,Sandwich,Egg Sandwich With Cheese + Coleslaw,1,37,Cash,Physical,37.0
2025-02-03,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical,90.0
2025-02-03,Shake,Smoothie (M),3,240,Cash,Physical,80.0
2025-02-03,Shake,Special Mango Shake With Boba (L),1,110,Gcash,Delivered,110.0
2025-02-03,Shake,Smoothie (L),1,100,Cash,Physical,100.0
2025-02-03,Shake,Special Mango Shake With Boba (S),2,140,Gcash,Physical,70.0
2025-02-03,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical,110.0
2025-02-03,Sandwich,Egg Sandwich With Cheese,1,32,Gcash,Physical,32.0
2025-02-03,Shake,Smoothie (S),1,60,Gcash,Physical,60.0
2025-02-03,Sandwich,Egg Sandwich With Cheese,1,32,Cash,Physical,32.0
2025-02-03,Sandwich,Burgerr,3,60,Cash,Delivered,20.0
2025-02-03,Others,Strawberry And Cream Cheese (M),2,170,Cash,Physical,85.0
2025-02-04,Sandwich,Ham Sandwich + Coleslaw,1,32,Cash,Physical,32.0
2025-02-04,Shake,Smoothie (M),1,80,Cash,Physical,80.0
2025-02-04,Sandwich,Cheeseburgerr,1,27,Cash,Physical,27.0
2025-02-04,Shake,Avocado Shake (M),1,70,Cash,Physical,70.0
2025-02-04,Sandwich,Egg Sandwich With Cheese,1,32,Cash,Physical,32.0
2025-02-04,Others,Siomai,1,10,Cash,Physical,10.0
2025-02-04,Sandwich,Cheeseburgerr With Ham,1,40,Cash,Physical,40.0
2025-02-04,Shake,Special Mango Shake With Boba (M),4,360,Cash,Physical,90.0
2025-02-04,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical,90.0
2025-02-04,Shake,Avocado Shake (L),1,90,Cash,Physical,90.0
2025-02-04,Sandwich,Cheeseburgerr With Ham,1,40,Cash,Physical,40.0
2025-02-04,Sandwich,Cheeseburgerr With Ham,1,40,Cash,Physical,40.0
2025-02-04,Shake,Mango Graham Shake (S),3,195,Cash,Physical,65.0
2025-02-04,Shake,Smoothie (S),1,60,Cash,Physical,60.0
2025-02-04,Shake,Special Mango Shake With Boba (M),5,450,Cash,Physical,90.0
2025-02-04,Sandwich,Burgerr With Ham,1,35,Gcash,Physical,35.0
2025-02-04,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical,90.0
2025-02-04,Sandwich,Cheeseburgerr,1,27,Cash,Physical,27.0
2025-02-04,Shake,Special Mango Shake With Boba (M),1,90,Gcash,Physical,90.0
2025-02-04,Sandwich,Ham Sandwich,5,135,Cash,Physical,27.0
2025-02-04,Sandwich,Ham Sandwich,1,27,Cash,Physical,27.0
2025-02-04,Sandwich,Ham Sandwich With Cheese + Coleslaw,1,37,Cash,Physical,37.0
2025-02-05,Shake,Avocado Shake (S),3,150,Cash,Physical,50.0
2025-02-05,Shake,Mango Shake (L),1,90,Gcash,Physical,90.0
2025-02-05,Shake,Avocado Shake (M),1,70,Cash,Delivered,70.0
2025-02-05,Shake,Avocado Shake (S),1,50,Cash,Physical,50.0
2025-02-05,Sandwich,Ham Sandwich,1,27,Cash,Physical,27.0
2025-02-05,Shake,Smoothie (S),1,60,Cash,Physical,60.0
2025-02-05,Sandwich,Ham Sandwich,1,27,Cash,Delivered,27.0
2025-02-05,Shake,Special Mango Shake With Boba (S),1,70,Cash,Physical,70.0
2025-02-05,Sandwich,Cheeseburgerr,1,27,Gcash,Physical,27.0
2025-02-05,Shake,Smoothie (S),1,60,Cash,Physical,60.0
2025-02-05,Shake,Mango Graham Shake (M),3,255,Cash,Physical,85.0
2025-02-05,Sandwich,Cheeseburgerr With Egg,1,42,Cash,Physical,42.0
2025-02-05,Shake,Smoothie (S),1,60,Gcash,Physical,60.0
2025-02-05,Others,All In,1,53,Cash,Physical,53.0
2025-02-05,Sandwich,Cheeseburgerr With Ham,1,40,Cash,Physical,40.0
2025-02-05,Sandwich,Cheeseburgerr With Ham,4,160,Cash,Physical,40.0
2025-02-05,Sandwich,Burgerr,1,20,Cash,Physical,20.0
2025-02-05,Shake,Mango Graham Shake (L),1,105,Cash,Physical,105.0
2025-02-05,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical,110.0
2025-02-05,Shake,Smoothie (L),1,100,Gcash,Physical,100.0
2025-02-05,Shake,Mango Shake (L),1,90,Cash,Physical,90.0
2025-02-05,Sandwich,Ham Sandwich With Egg,1,40,Cash,Physical,40.0
2025-02-05,Sandwich,Egg Sandwich + Coleslaw,1,30,Cash,Physical,30.0
2025-02-05,Sandwich,Ham Sandwich With Egg,3,120,Cash,Physical,40.0
2025-02-05,Sandwich,Burgerr With Ham,4,140,Cash,Physical,35.0
2025-02-05,Shake,Smoothie (M),1,80,Cash,Physical,80.0
2025-02-05,Shake,Avocado Shake (M),2,140,Cash,Physical,70.0
2025-02-05,Sandwich,Ham Sandwich With Cheese + Coleslaw,3,111,Gcash,Physical,37.0
2025-02-05,Shake,Avocado Shake (S),1,50,Cash,Physical,50.0
2025-02-05,Others,Siomai,1,10,Cash,Physical,10.0
2025-02-05,Shake,Special Mango Shake With Boba (M),5,450,Cash,Physical,90.0
2025-02-05,Shake,Smoothie (L),1,100,Gcash,Physical,100.0
2025-02-05,Shake,Mango Shake (M),1,70,Cash,Physical,70.0
2025-02-05,Others,Siomai,1,10,Gcash,Physical,10.0
2025-02-06,Sandwich,Cheeseburgerr,1,27,Cash,Physical,27.0
2025-02-06,Shake,Smoothie (M),1,80,Cash,Physical,80.0
2025-02-06,Shake,Mango Graham Shake (S),3,195,Cash,Physical,65.0
2025-02-06,Shake,Smoothie (M),1,80,Cash,Physical,80.0
2025-02-06,Sandwich,Ham Sandwich With Cheese + Coleslaw,1,37,Gcash,Physical,37.0
2025-02-06,Sandwich,Burgerr,1,20,Cash,Delivered,20.0
2025-02-06,Sandwich,Cheeseburgerr With Ham,1,40,Cash,Physical,40.0
2025-02-06,Sandwich,Cheeseburgerr With Egg,1,42,Cash,Physical,42.0
2025-02-06,Shake,Mango Graham Shake (S),1,65,Cash,Physical,65.0
2025-02-06,Shake,Mango Graham Shake (M),1,85,Cash,Physical,85.0
2025-02-06,Sandwich,Burgerr,2,40,Cash,Physical,20.0
2025-02-06,Sandwich,Burgerr,4,80,Cash,Physical,20.0
2025-02-06,Others,Strawberry And Cream Cheese (S),1,65,Cash,Physical,65.0
2025-02-06,Others,Strawberry And Cream Cheese (L),1,105,Cash,Physical,105.0
2025-02-06,Sandwich,Ham Sandwich With Cheese + Coleslaw,1,37,Cash,Physical,37.0
2025-02-06,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical,90.0
2025-02-06,Sandwich,Burgerr With Ham,3,105,Cash,Physical,35.0
2025-02-06,Shake,Special Mango Shake With Boba (L),1,110,Gcash,Physical,110.0
2025-02-06,Sandwich,Cheeseburgerr With Egg,1,42,Cash,Physical,42.0
2025-02-06,Sandwich,Cheeseburgerr With Ham,4,160,Cash,Physical,40.0
2025-02-06,Shake,Smoothie (M),2,160,Cash,Physical,80.0
2025-02-06,Others,Siomai,4,40,Cash,Physical,10.0
2025-02-06,Shake,Mango Shake (S),1,50,Cash,Physical,50.0
2025-02-06,Sandwich,Egg Sandwich With Cheese + Coleslaw,1,37,Cash,Physical,37.0
2025-02-06,Others,Cheese Stick,1,2,Cash,Physical,2.0
2025-02-06,Others,Popcorn,3,30,Cash,Physical,10.0
2025-02-06,Shake,Special Mango Shake With Boba (L),5,550,Cash,Delivered,110.0
2025-02-06,Shake,Smoothie (M),2,160,Cash,Physical,80.0
2025-02-06,Others,All In,1,53,Gcash,Physical,53.0
2025-02-06,Sandwich,Ham Sandwich + Coleslaw,3,96,Cash,Physical,32.0
2025-02-06,Sandwich,Cheeseburgerr,1,27,Cash,Physical,27.0
2025-02-06,Others,All In,4,212,Cash,Physical,53.0
2025-02-07,Shake,Special Mango Shake With Boba (S),3,210,Cash,Physical,70.0
2025-02-07,Sandwich,Ham Sandwich With Cheese,3,96,Gcash,Physical,32.0
2025-02-07,Shake,Mango Graham Shake (M),4,340,Cash,Physical,85.0
2025-02-07,Shake,Mango Graham Shake (L),1,105,Cash,Physical,105.0
2025-02-07,Shake,Mango Shake (L),1,90,Cash,Delivered,90.0
2025-02-07,Shake,Smoothie (L),1,100,Cash,Physical,100.0
2025-02-07,Sandwich,Egg Sandwich + Coleslaw,1,30,Cash,Physical,30.0
2025-02-07,Shake,Mango Shake (L),1,90,Cash,Physical,90.0
2025-02-07,Sandwich,Cheeseburgerr With Ham,5,200,Cash,Physical,40.0
2025-02-07,Shake,Mango Shake (L),1,90,Cash,Physical,90.0
2025-02-07,Sandwich,Ham Sandwich With Cheese,1,32,Cash,Physical,32.0
2025-02-07,Shake,Special Mango Shake With Boba (S),1,70,Cash,Physical,70.0
2025-02-07,Shake,Special Mango Shake With Boba (S),1,70,Cash,Physical,70.0
2025-02-07,Sandwich,Burgerr With Ham,4,140,Cash,Physical,35.0
2025-02-07,Shake,Mango Shake (L),1,90,Cash,Physical,90.0
2025-02-07,Shake,Avocado Shake (S),1,50,Cash,Physical,50.0
2025-02-07,Shake,Special Mango Shake With Boba (M),2,180,Cash,Physical,90.0
2025-02-07,Sandwich,Ham Sandwich With Egg And Cheese + Coleslaw,1,50,Cash,Physical,50.0
2025-02-07,Shake,Mango Shake (L),4,360,Cash,Physical,90.0
2025-02-07,Sandwich,Cheeseburgerr With Egg + Coleslaw,2,94,Cash,Physical,47.0
2025-02-07,Sandwich,Burgerr With Ham,4,140,Cash,Physical,35.0
2025-02-07,Shake,Smoothie (L),1,100,Cash,Physical,100.0
2025-02-07,Sandwich,Egg Sandwich + Coleslaw,4,120,Gcash,Physical,30.0
2025-02-08,Others,Strawberry And Cream Cheese (L),1,105,Gcash,Physical,105.0
2025-02-08,Others,Strawberry And Cream Cheese (M),1,85,Gcash,Physical,85.0
2025-02-08,Sandwich,Burgerr With Ham + Coleslaw,5,200,Gcash,Physical,40.0
2025-02-08,Shake,Smoothie (L),1,100,Cash,Delivered,100.0
2025-02-08,Shake,Mango Graham Shake (L),1,105,Cash,Physical,105.0
2025-02-08,Shake,Special Mango Shake With Boba (S),1,70,Gcash,Physical,70.0
2025-02-08,Sandwich,Ham Sandwich With Egg And Cheese + Coleslaw,1,50,Cash,Physical,50.0
2025-02-08,Shake,Mango Shake (L),1,90,Cash,Physical,90.0
2025-02-08,Shake,Mango Graham Shake (M),1,85,Cash,Physical,85.0
2025-02-08,Sandwich,Burgerr + Coleslaw,2,50,Cash,Physical,25.0
2025-02-08,Sandwich,Cheeseburgerr With Ham,1,40,Cash,Physical,40.0
2025-02-08,Sandwich,Burgerr + Coleslaw,1,25,Cash,Physical,25.0
2025-02-08,Sandwich,Cheeseburgerr With Egg + Coleslaw,1,47,Cash,Physical,47.0
2025-02-08,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical,90.0
2025-02-08,Shake,Avocado Shake (L),3,270,Cash,Physical,90.0
2025-02-08,Shake,Smoothie (L),2,200,Cash,Physical,100.0
2025-02-08,Sandwich,Ham Sandwich With Egg And Cheese,4,180,Cash,Physical,45.0
2025-02-08,Shake,Special Mango Shake With Boba (S),2,140,Gcash,Physical,70.0
2025-02-08,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical,90.0
2025-02-08,Sandwich,Burgerr With Ham + Coleslaw,1,40,Cash,Physical,40.0
2025-02-08,Sandwich,Egg Sandwich With Cheese + Coleslaw,1,37,Cash,Physical,37.0
2025-02-08,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical,90.0
2025-02-08,Sandwich,Ham Sandwich With Egg And Cheese,1,45,Cash,Physical,45.0
2025-02-08,Shake,Mango Graham Shake (S),1,65,Cash,Physical,65.0
2025-02-08,Others,Strawberry And Cream Cheese (L),1,105,Gcash,Physical,105.0
2025-02-08,Shake,Smoothie (L),5,500,Cash,Physical,100.0
2025-02-08,Sandwich,Burgerr + Coleslaw,1,25,Cash,Physical,25.0
2025-02-08,Sandwich,Burgerr + Coleslaw,1,25,Cash,Physical,25.0
2025-02-08,Sandwich,Cheeseburgerr,1,27,Gcash,Physical,27.0
2025-02-08,Sandwich,Cheeseburgerr,1,27,Gcash,Physical,27.0
2025-02-08,Shake,Mango Graham Shake (M),1,85,Cash,Physical,85.0
2025-02-08,Shake,Mango Shake (L),4,360,Cash,Physical,90.0
2025-02-08,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical,90.0
2025-02-08,Sandwich,Cheeseburgerr With Ham,1,40,Gcash,Physical,40.0
2025-02-09,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical,90.0
2025-02-09,Shake,Mango Graham Shake (L),1,105,Cash,Physical,105.0
2025-02-09,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical,110.0
2025-02-09,Others,Strawberry And Cream Cheese (S),1,65,Cash,Delivered,65.0
2025-02-09,Sandwich,Burgerr With Ham,2,70,Cash,Physical,35.0
2025-02-09,Shake,Mango Shake (L),1,90,Cash,Physical,90.0
2025-02-09,Sandwich,Egg Sandwich,1,25,Cash,Physical,25.0
2025-02-09,Sandwich,Ham Sandwich With Cheese,1,32,Cash,Physical,32.0
2025-02-09,Sandwich,Burgerr With Ham,1,35,Cash,Delivered,35.0
2025-02-09,Shake,Mango Shake (L),1,90,Cash,Physical,90.0
2025-02-09,Others,All In,1,53,Cash,Physical,53.0
2025-02-09,Shake,Special Mango Shake With Boba (S),1,70,Gcash,Physical,70.0
2025-02-09,Sandwich,Egg Sandwich,1,25,Cash,Physical,25.0
2025-02-09,Shake,Mango Graham Shake (S),1,65,Cash,Physical,65.0
2025-02-09,Shake,Avocado Shake (L),5,450,Gcash,Physical,90.0
2025-02-09,Shake,Smoothie (S),4,240,Cash,Physical,60.0
2025-02-10,Sandwich,Ham Sandwich With Egg And Cheese,4,180,Cash,Physical,45.0
2025-02-10,Shake,Mango Graham Shake (S),1,65,Cash,Physical,65.0
2025-02-10,Shake,Special Mango Shake With Boba (S),1,70,Gcash,Physical,70.0
2025-02-10,Sandwich,Egg Sandwich,5,125,Gcash,Physical,25.0
2025-02-10,Sandwich,Cheeseburgerr,1,27,Gcash,Physical,27.0
2025-02-10,Sandwich,Ham Sandwich,1,27,Cash,Physical,27.0
2025-02-10,Sandwich,Ham Sandwich With Cheese,2,64,Cash,Delivered,32.0
2025-02-10,Sandwich,Ham Sandwich,4,108,Gcash,Physical,27.0
2025-02-10,Sandwich,Ham Sandwich With Egg And Cheese,1,45,Cash,Physical,45.0
2025-02-10,Shake,Mango Graham Shake (L),1,105,Cash,Physical,105.0
2025-02-10,Shake,Mango Shake (L),5,450,Cash,Physical,90.0
2025-02-10,Shake,Special Mango Shake With Boba (S),2,140,Cash,Physical,70.0
2025-02-10,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical,90.0
2025-02-10,Shake,Smoothie (M),1,80,Cash,Physical,80.0
2025-02-10,Sandwich,Cheeseburgerr With Egg,1,42,Cash,Physical,42.0
2025-02-10,Shake,Mango Shake (L),5,450,Cash,Physical,90.0
2025-02-10,Sandwich,Ham Sandwich With Egg,5,200,Cash,Physical,40.0
2025-02-10,Sandwich,Egg Sandwich With Cheese,1,32,Gcash,Physical,32.0
2025-02-10,Shake,Mango Shake (M),2,140,Cash,Physical,70.0
2025-02-10,Shake,Mango Graham Shake (M),1,85,Gcash,Physical,85.0
2025-02-10,Others,All In,1,53,Cash,Physical,53.0
2025-02-10,Shake,Mango Graham Shake (S),4,260,Cash,Physical,65.0
2025-02-10,Sandwich,Ham Sandwich With Cheese,1,32,Cash,Physical,32.0
2025-02-10,Others,Cheese Stick,1,2,Cash,Physical,2.0
2025-02-11,Sandwich,Ham Sandwich With Cheese,1,32,Cash,Physical,32.0
2025-02-11,Shake,Special Mango Shake With Boba (L),2,220,Cash,Physical,110.0
2025-02-11,Shake,Smoothie (M),1,80,Cash,Physical,80.0
2025-02-11,Sandwich,Ham Sandwich,1,27,Cash,Physical,27.0
2025-02-11,Sandwich,Burgerr,1,20,Gcash,Physical,20.0
2025-02-11,Shake,Mango Shake (L),1,90,Cash,Physical,90.0
2025-02-11,Sandwich,Ham Sandwich With Cheese + Coleslaw,2,74,Cash,Physical,37.0
2025-02-11,Shake,Mango Graham Shake (S),1,65,Cash,Physical,65.0
2025-02-11,Sandwich,Ham Sandwich + Coleslaw,1,32,Cash,Physical,32.0
2025-02-11,Shake,Mango Shake (L),1,90,Cash,Physical,90.0
2025-02-11,Sandwich,Burgerr With Ham,5,175,Cash,Physical,35.0
2025-02-11,Shake,Mango Shake (L),5,450,Cash,Delivered,90.0
2025-02-11,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical,110.0
2025-02-11,Shake,Mango Graham Shake (S),1,65,Cash,Physical,65.0
2025-02-12,Shake,Smoothie (M),5,400,Cash,Physical,80.0
2025-02-12,Sandwich,Ham Sandwich With Egg + Coleslaw,1,45,Cash,Physical,45.0
2025-02-12,Sandwich,Ham Sandwich With Egg And Cheese,1,45,Cash,Physical,45.0
2025-02-12,Shake,Smoothie (L),2,200,Cash,Physical,100.0
2025-02-12,Shake,Smoothie (M),1,80,Cash,Physical,80.0
2025-02-12,Sandwich,Ham Sandwich With Cheese,1,32,Cash,Physical,32.0
2025-02-12,Others,Siomai,1,10,Gcash,Physical,10.0
2025-02-12,Others,Popcorn,1,10,Cash,Physical,10.0
2025-02-12,Sandwich,Ham Sandwich,1,27,Cash,Physical,27.0
2025-02-12,Sandwich,Cheeseburgerr,4,108,Gcash,Physical,27.0
2025-02-12,Shake,Smoothie (S),1,60,Cash,Physical,60.0
2025-02-12,Shake,Special Mango Shake With Boba (M),1,90,Gcash,Physical,90.0
2025-02-12,Shake,Smoothie (S),2,120,Cash,Physical,60.0
2025-02-12,Sandwich,Cheeseburgerr With Ham + Coleslaw,2,90,Cash,Physical,45.0
2025-02-12,Sandwich,Egg Sandwich With Cheese,1,32,Cash,Physical,32.0
2025-02-12,Shake,Special Mango Shake With Boba (L),2,220,Cash,Physical,110.0
2025-02-12,Shake,Smoothie (L),1,100,Cash,Physical,100.0
2025-02-12,Sandwich,Cheeseburgerr,3,81,Gcash,Physical,27.0
2025-02-12,Sandwich,Burgerr With Ham,1,35,Cash,Physical,35.0
2025-02-12,Sandwich,Burgerr With Ham + Coleslaw,1,40,Cash,Physical,40.0
2025-02-12,Sandwich,Egg Sandwich With Cheese,1,32,Cash,Physical,32.0
2025-02-12,Sandwich,Burgerr With Ham,1,35,Cash,Physical,35.0
2025-02-12,Shake,Avocado Shake (M),1,70,Cash,Physical,70.0
2025-02-12,Others,Strawberry And Cream Cheese (M),1,85,Cash,Physical,85.0
2025-02-12,Shake,Mango Shake (M),4,280,Cash,Physical,70.0
2025-02-12,Shake,Smoothie (S),1,60,Cash,Physical,60.0
2025-02-12,Others,Strawberry And Cream Cheese (M),2,170,Cash,Physical,85.0
2025-02-13,Sandwich,Ham Sandwich With Egg And Cheese + Coleslaw,1,50,Cash,Physical,50.0
2025-02-13,Others,Strawberry And Cream Cheese (S),1,65,Cash,Physical,65.0
2025-02-13,Shake,Mango Graham Shake (L),4,420,Cash,Physical,105.0
2025-02-13,Shake,Smoothie (S),5,300,Gcash,Physical,60.0
2025-02-13,Sandwich,Ham Sandwich,1,27,Cash,Physical,27.0
2025-02-13,Others,Popcorn,3,30,Cash,Physical,10.0
2025-02-13,Shake,Special Mango Shake With Boba (S),2,140,Cash,Physical,70.0
2025-02-13,Sandwich,Burgerr,1,20,Cash,Physical,20.0
2025-02-13,Shake,Special Mango Shake With Boba (M),1,90,Gcash,Physical,90.0
2025-02-13,Shake,Special Mango Shake With Boba (S),1,70,Cash,Physical,70.0
2025-02-13,Shake,Smoothie (L),1,100,Cash,Delivered,100.0
2025-02-13,Shake,Mango Shake (M),4,280,Cash,Physical,70.0
2025-02-13,Sandwich,Cheeseburgerr With Egg + Coleslaw,1,47,Cash,Physical,47.0
2025-02-13,Sandwich,Burgerr With Ham,1,35,Cash,Physical,35.0
2025-02-13,Sandwich,Ham Sandwich,4,108,Cash,Physical,27.0
2025-02-13,Shake,Smoothie (L),1,100,Cash,Physical,100.0
2025-02-13,Shake,Smoothie (L),1,100,Cash,Physical,100.0
2025-02-13,Others,All In,3,159,Cash,Physical,53.0
2025-02-14,Sandwich,Burgerr With Ham,1,35,Cash,Physical,35.0
2025-02-14,Shake,Mango Graham Shake (S),1,65,Cash,Physical,65.0
2025-02-14,Shake,Smoothie (L),1,100,Cash,Physical,100.0
2025-02-14,Shake,Mango Graham Shake (L),1,105,Cash,Physical,105.0
2025-02-14,Others,All In,1,53,Cash,Physical,53.0
2025-02-14,Shake,Special Mango Shake With Boba (S),4,280,Cash,Physical,70.0
2025-02-14,Sandwich,Egg Sandwich,1,25,Cash,Physical,25.0
2025-02-14,Shake,Avocado Shake (S),1,50,Cash,Physical,50.0
2025-02-14,Shake,Smoothie (S),1,60,Cash,Physical,60.0
2025-02-14,Shake,Avocado Shake (L),5,450,Cash,Physical,90.0
2025-02-14,Sandwich,Cheeseburgerr,1,27,Cash,Physical,27.0
2025-02-14,Others,French Fries,1,25,Cash,Physical,25.0
2025-02-14,Shake,Avocado Shake (L),1,90,Cash,Physical,90.0
2025-02-14,Shake,Smoothie (M),1,80,Cash,Delivered,80.0
2025-02-14,Shake,Avocado Shake (L),1,90,Cash,Physical,90.0
2025-02-14,Shake,Mango Shake (S),1,50,Cash,Physical,50.0
2025-02-14,Shake,Mango Shake (M),3,210,Cash,Physical,70.0
2025-02-14,Shake,Smoothie (M),1,80,Cash,Physical,80.0
2025-02-14,Sandwich,Egg Sandwich With Cheese,1,32,Cash,Physical,32.0
2025-02-14,Shake,Mango Shake (M),4,280,Cash,Physical,70.0
2025-02-14,Shake,Smoothie (S),1,60,Cash,Physical,60.0
2025-02-14,Shake,Mango Shake (M),3,210,Cash,Physical,70.0
2025-02-14,Sandwich,Cheeseburgerr With Ham,3,120,Cash,Physical,40.0
2025-02-14,Shake,Mango Shake (L),1,90,Cash,Physical,90.0
2025-02-14,Sandwich,Egg Sandwich With Cheese + Coleslaw,1,37,Cash,Physical,37.0
2025-02-15,Shake,Smoothie (M),1,80,Cash,Physical,80.0
